400,0
402,0
404,0
406.01,0
408.01,0
410.01,0
412.01,0
414.02,0
416.02,0
418.02,0
420.02,0
422.02,0
424.03,0
426.03,0
428.03,0
430.03,0
432.03,0
434.04,0
436.04,0
438.04,0
440.04,0
442.05,0
444.05,0
446.05,0
448.05,0
450.05,0
452.06,0
454.06,0
456.06,0
458.06,0
460.06,0
462.07,0
464.07,0
466.07,0
468.07,0
470.08,0
472.08,0
474.08,0
476.08,0
478.08,0
480.09,0
482.09,0
484.09,0
486.09,0
488.1,0
490.1,0
492.1,0
494.1,0
496.1,0
498.11,0
500.11,0
502.11,0
504.11,0
506.11,0
508.12,0
510.12,0
512.12,0
514.12,0
516.13,0
518.13,0
520.13,0
522.13,0
524.13,0
526.14,0
528.14,0
530.14,0
532.14,0
534.14,0
536.15,0
538.15,0
540.15,0
542.15,0
544.16,0
546.16,0
548.16,0
550.16,0
552.16,0
554.17,0
556.17,0
558.17,0
560.17,0
562.18,0
564.18,0
566.18,0
568.18,0
570.18,0
572.19,0
574.19,0
576.19,0
578.19,0
580.19,0
582.2,0
584.2,0
586.2,0
588.2,0
590.21,0
592.21,0
594.21,0
596.21,0
598.21,0
600.22,0
602.22,0
604.22,0
606.22,0
608.22,0
610.23,0
612.23,0
614.23,0
616.23,0
618.24,0
620.24,0
622.24,0
624.24,0
626.24,0
628.25,0
630.25,0
632.25,0
634.25,0
636.26,0
638.26,0
640.26,0
642.26,0
644.26,0
646.27,0
648.27,0
650.27,0
652.27,0
654.27,0
656.28,0
658.28,0
660.28,0
662.28,0
664.29,0
666.29,0
668.29,0
670.29,0
672.29,0
674.3,0
676.3,0
678.3,0
680.3,0
682.3,0
684.31,0
686.31,0
688.31,0
690.31,0
692.32,0
694.32,0
696.32,0
698.32,0
700.32,0
702.33,0
704.33,0
706.33,0
708.33,0
710.34,0
712.34,0
714.34,0
716.34,0
718.34,0
720.35,0
722.35,0
724.35,0
726.35,0
728.35,0
730.36,0
732.36,0
734.36,0
736.36,0
738.37,0
740.37,0
742.37,0
